HumanSymbol	chr	snp	locus	gene_biotype	MouseSymbol	expression	lin.exprs	specific	co.reg	diff	score	pLI	score.pLI
MIR99A	21	rs2823357	USP25	miRNA	NA	0	0	0	0	0	0	0	0
MIR99AHG	21	rs2823357	USP25	lincRNA	NA	0	0	0	0	0	0	0	0
MIRLET7C	21	rs2823357	USP25	miRNA	NA	0	0	0	0	0	0	0	0
MIRLET7G	3	rs143918452	ALAS1	miRNA	NA	0	0	0	0	0	0	0	0
MKNK2	19	rs62120679	SPPL2B	protein_coding	Mknk2	0	0	0	0	0	0	9.33657569741937e-06	0
MMRN1	4	rs356182	SNCA	protein_coding	Mmrn1	0	0	0	0	0	0	9.35082142599867e-17	0
MPRIP-AS1	17	rs11868035	SREBF1-RAI1	antisense	NA	0	0	0	0	0	0	0	0
MRPL49P2	8	rs591323	FGF20	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MRPS18AP1	3	rs12497850	NCKIPSD	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MSH5	6	rs9275326	HLA-DBQ1	protein_coding	Msh5	0	0	0	0	0	0	6.13879541730601e-08	0
MSH5-SAPCD1	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0	0
MSR1	8	rs591323	FGF20	protein_coding	Msr1	0	0	0	0	0	0	8.20826841073278e-16	0
MST1	3	rs12497850	NCKIPSD	protein_coding	Mst1	0	0	0	0	0	0	1.72735679966035e-10	0
MSTO2P	1	rs35749011	GBA-SYT11	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
MTCO3P1	6	rs9275326	HLA-DBQ1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
MTCYBP42	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MTX1P1	1	rs35749011	GBA-SYT11	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
MUC19	12	rs76904798	LRRK2	processed_transcript	NA	0	0	0	0	0	0	0	0
MYL5	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	NA	0	0	0	0	0	0	4.42986035820118e-08	0
MYL8P	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
MYO15A	17	rs11868035	SREBF1-RAI1	protein_coding	Myo15	0	0	0	0	0	0	0	0
NACAP2	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NBR2	17	rs601999	ATP6V0A1	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
NDUFA3P3	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NDUFA3P6	16	rs14235	BCKDK-STX1B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NDUFB1P1	3	rs12497850	NCKIPSD	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NEIL2	8	rs2740594	CTSB	protein_coding	Neil2	0	0	0	0	0	0	2.11099583099423e-09	0
NEK4	3	rs143918452	ALAS1	protein_coding	Nek4	0	0	0	0	0	0	1.21649867284356e-12	0
NF1P3	21	rs2823357	USP25	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
NKAPL	6	rs9468199	ZNF184	protein_coding	Nkapl	0	0	0	0	0	0	0.000165621301014734	0
NME6	3	rs12497850	NCKIPSD	protein_coding	Nme6	0	0	0	0	0	0	9.2163606322478e-05	0
NOMO2	16	rs11343	COQ7	protein_coding	NA	0	0	0	0	0	0	0	0
NOS2P2	17	rs11868035	SREBF1-RAI1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
NOS2P4	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NOTCH4	6	rs9275326	HLA-DBQ1	protein_coding	Notch4	0	0	0	0	0	0	1.19532150508521e-10	0
NPIPA8	16	rs11343	COQ7	protein_coding	NA	0	0	0	0	0	0	0	0
NPIPB13	16	rs14235	BCKDK-STX1B	protein_coding	NA	0	0	0	0	0	0	0	0
NPM1P47	15	rs2414739	VPS13C	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NSFP1	17	rs17649553	MAPT	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
NTPCR	1	rs10797576	SIPA1L2	protein_coding	Ntpcr	0	0	0	0	0	0	1.70241673676366e-05	0
NUAK2	1	rs823118	RAB7L1-NUCKS1	protein_coding	Nuak2	0	0	0	0	0	0	3.1843015314192e-05	0
NUCKS1P1	1	rs4653767	ITPKB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
NUPL2	7	rs199347	GPNMB	protein_coding	Nupl2	0	0	0	0	0	0	3.67028875429224e-05	0
ONECUT3	19	rs62120679	SPPL2B	protein_coding	Onecut3	0	0	0	0	0	0	0	0
OPCML-IT1	11	rs329648	MIR4697	sense_intronic	NA	0	0	0	0	0	0	0	0
OR1F12	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2B2	6	rs9468199	ZNF184	protein_coding	NA	0	0	0	0	0	0	6.86720334316105e-05	0
OR2B7P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2B8P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2E1P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2W2P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2W4P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR2W6P	6	rs9468199	ZNF184	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR6R2P	8	rs2280104	SORBS3	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E10P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E110P	10	rs10906923	FAM171A1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E110P	10	rs7077361	ITGA8	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E115P	10	rs10906923	FAM171A1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E115P	10	rs7077361	ITGA8	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E158P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E15P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E160P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E161P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E26P	10	rs10906923	FAM171A1	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E26P	10	rs7077361	ITGA8	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OR7E8P	8	rs2740594	CTSB	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
OSTCP4	4	rs78738012	ANK2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
OTOL1	3	rs34016896	NMD3	protein_coding	Otol1	0	0	0	0	0	0	1.71727944749843e-07	0
P3H4	17	rs601999	ATP6V0A1	protein_coding	P3h4	0	0	0	0	0	0	0	0
PABPC1P11	9	rs13294100	SH3GL2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PARP3	3	rs143918452	ALAS1	protein_coding	Parp3	0	0	0	0	0	0	1.48672469453256e-08	0
PART1	5	rs2694528	ELOVL7	lincRNA	NA	0	0	0	0	0	0	0	0
PCF11-AS1	11	rs3793947	DLG2	lincRNA	NA	0	0	0	0	0	0	0	0
PCMTD1P3	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PCNX2	1	rs10797576	SIPA1L2	protein_coding	Pcnx2	0	0	0	0	0	0	0	0
PDCL3P3	3	rs4073221	SATB1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PDE6B	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Pde6b	0	0	0	0	0	0	1.62565147164988e-13	0
PDGFRL	8	rs591323	FGF20	protein_coding	Pdgfrl	0	0	0	0	0	0	4.16904903414803e-10	0
PFKFB4	3	rs12497850	NCKIPSD	protein_coding	Pfkfb4	0	0	0	0	0	0	0.000321134414442041	0
PGBD1	6	rs9468199	ZNF184	protein_coding	Pgbd1	0	0	0	0	0	0	1.46735073363618e-05	0
PHACTR2P1	10	rs117896735	INPP5F	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
PHBP21	16	rs4784227	TOX3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PIGG	4	rs34311866	TMEM175-GAK-DGKQ	protein_coding	Pigg	0	0	0	0	0	0	8.77510701005957e-07	0
PKD1P5	16	rs11343	COQ7	transcribed_unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
PKLR	1	rs35749011	GBA-SYT11	protein_coding	Pklr	0	0	0	0	0	0	1.00020289233933e-05	0
PLCD3	17	rs17649553	MAPT	protein_coding	Plcd3	0	0	0	0	0	0	0.000143297256551118	0
PLEK2	14	rs1555399	TMEM229B	protein_coding	Plek2	0	0	0	0	0	0	2.21898388320313e-08	0
PLPP4	10	rs117896735	INPP5F	protein_coding	Plpp4	0	0	0	0	0	0	0	0
PM20D1	1	rs823118	RAB7L1-NUCKS1	protein_coding	Pm20d1	0	0	0	0	0	0	1.26770298960659e-09	0
POC1A	3	rs143918452	ALAS1	protein_coding	Poc1a	0	0	0	0	0	0	1.1532167339453e-05	0
POLR2CP1	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
POM121L2	6	rs9468199	ZNF184	protein_coding	Pom121l2	0	0	0	0	0	0	0	0
POM121L6P	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
POU5F1P4	1	rs35749011	GBA-SYT11	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPATP1	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPEF2	4	rs6812193	FAM47E-SCARB2	protein_coding	Ppef2	0	0	0	0	0	0	7.34246082496395e-10	0
PPIAP30	10	rs10906923	FAM171A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPIAP30	10	rs7077361	ITGA8	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPIAP6	14	rs1555399	TMEM229B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPM1AP1	8	rs591323	FGF20	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPP1R2P1	6	rs9275326	HLA-DBQ1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
PPP6R2P1	21	rs2823357	USP25	unprocessed_pseudogene	NA	0	0	0	0	0	0	0	0
PPT2-EGFL8	6	rs9275326	HLA-DBQ1	protein_coding	NA	0	0	0	0	0	0	0	0
PRCP	11	rs3793947	DLG2	protein_coding	Prcp	0	0	0	0	0	0	3.33652772106359e-08	0
PRKAR2A-AS1	3	rs12497850	NCKIPSD	antisense	NA	0	0	0	0	0	0	0	0
PROM1	4	rs11724635	BST1	protein_coding	Prom1	0	0	0	0	0	0	7.17058540967505e-17	0
PRSS16	6	rs9468199	ZNF184	protein_coding	Prss16	0	0	0	0	0	0	2.23791834002529e-06	0
PRSS53	16	rs14235	BCKDK-STX1B	protein_coding	Prss53	0	0	0	0	0	0	7.27161895996479e-11	0
PSMB8-AS1	6	rs9275326	HLA-DBQ1	lincRNA	NA	0	0	0	0	0	0	0	0
PSMC1P6	3	rs115185635	KRT8P25-APOOP2	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PSMC1P7	3	rs34016896	NMD3	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PSMC3IP	17	rs601999	ATP6V0A1	protein_coding	Psmc3ip	0	0	0	0	0	0	0.00019254510299238	0
PSMD8P1	1	rs35749011	GBA-SYT11	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PTER	10	rs10906923	FAM171A1	protein_coding	Pter	0	0	0	0	0	0	2.38597256347762e-10	0
PTER	10	rs7077361	ITGA8	protein_coding	Pter	0	0	0	0	0	0	2.38597256347762e-10	0
PTGES3L-AARSD1	17	rs601999	ATP6V0A1	protein_coding	NA	0	0	0	0	0	0	2.56865193172703e-08	0
PTP4A2P1	17	rs601999	ATP6V0A1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PTP4A2P2	11	rs329648	MIR4697	processed_pseudogene	NA	0	0	0	0	0	0	0	0
PTPN21	14	rs8005172	GALC	protein_coding	Ptpn21	0	0	0	0	0	0	2.36179668693425e-07	0
PYCARD-AS1	16	rs14235	BCKDK-STX1B	antisense	NA	0	0	0	0	0	0	0	0
RAB25	1	rs35749011	GBA-SYT11	protein_coding	Rab25	0	0	0	0	0	0	9.31079417686485e-06	0
RAB29	1	rs823118	RAB7L1-NUCKS1	protein_coding	Rab29	0	0	0	0	0	0	0	0
RAB30-AS1	11	rs3793947	DLG2	lincRNA	NA	0	0	0	0	0	0	0	0
RAB7B	1	rs823118	RAB7L1-NUCKS1	protein_coding	Rab7b	0	0	0	0	0	0	0	0
RAD1P1	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RAD23BLP	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RAD23BP1	3	rs4073221	SATB1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RAD51B	14	rs1555399	TMEM229B	protein_coding	Rad51b	0	0	0	0	0	0	1.45736567534375e-09	0
RAI1-AS1	17	rs11868035	SREBF1-RAI1	antisense	NA	0	0	0	0	0	0	0	0
RAMP2-AS1	17	rs601999	ATP6V0A1	lincRNA	NA	0	0	0	0	0	0	0	0
RBM22P12	16	rs14235	BCKDK-STX1B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RBM22P13	16	rs14235	BCKDK-STX1B	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RBMX2P1	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RBPMSLP	21	rs2823357	USP25	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RDH12	14	rs1555399	TMEM229B	protein_coding	Rdh12	0	0	0	0	0	0	4.71469945442482e-06	0
REEP6	19	rs62120679	SPPL2B	protein_coding	Reep6	0	0	0	0	0	0	0.000463081508958989	0
RHOA-IT1	3	rs12497850	NCKIPSD	sense_intronic	NA	0	0	0	0	0	0	0	0
RN7SKP142	16	rs4784227	TOX3	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SKP152	2	rs353116	SCN3A	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SKP165	1	rs4653767	ITPKB	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SKP170	4	rs11724635	BST1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SKP248	4	rs356182	SNCA	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL108P	14	rs1555399	TMEM229B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL121P	19	rs62120679	SPPL2B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL182P	3	rs12497850	NCKIPSD	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL184P	4	rs78738012	ANK2	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL199P	17	rs17649553	MAPT	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL213P	14	rs1555399	TMEM229B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL26P	6	rs9275326	HLA-DBQ1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL293P	8	rs2740594	CTSB	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL299P	1	rs10797576	SIPA1L2	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL303P	8	rs2280104	SORBS3	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL321P	3	rs12497850	NCKIPSD	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL369P	14	rs1555399	TMEM229B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL399P	17	rs601999	ATP6V0A1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL431P	1	rs35749011	GBA-SYT11	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL474P	8	rs591323	FGF20	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL477P	19	rs62120679	SPPL2B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL504P	3	rs143918452	ALAS1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL555P	20	rs8118008	DDRGK1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL656P	17	rs17649553	MAPT	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL664P	3	rs12497850	NCKIPSD	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL706P	14	rs1555399	TMEM229B	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL720P	9	rs13294100	SH3GL2	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL749P	10	rs117896735	INPP5F	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL775P	17	rs11868035	SREBF1-RAI1	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL813P	2	rs1474055	STK39	misc_RNA	NA	0	0	0	0	0	0	0	0
RN7SL846P	10	rs117896735	INPP5F	misc_RNA	NA	0	0	0	0	0	0	0	0
RNA5SP104	2	rs6430538	ACMSD-TMEM163	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP110	2	rs353116	SCN3A	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP111	2	rs353116	SCN3A	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP130	3	rs12497850	NCKIPSD	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP151	3	rs12637471	MCCC1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP206	6	rs9275326	HLA-DBQ1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP227	7	rs199347	GPNMB	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP228	7	rs199347	GPNMB	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP253	8	rs2740594	CTSB	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP254	8	rs2740594	CTSB	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP256	8	rs591323	FGF20	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP272	8	rs60298754	MMP16	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP302	10	rs7077361	ITGA8	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP302	10	rs10906923	FAM171A1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP375	12	rs11060180	CCDC62	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP386	14	rs1555399	TMEM229B	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP397	15	rs2414739	VPS13C	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP427	16	rs4784227	TOX3	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP442	17	rs601999	ATP6V0A1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP443	17	rs17649553	MAPT	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP454	18	rs12456492	RIT2	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP455	18	rs12456492	RIT2	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP488	21	rs2823357	USP25	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP74	1	rs823118	RAB7L1-NUCKS1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP75	1	rs823118	RAB7L1-NUCKS1	rRNA	NA	0	0	0	0	0	0	0	0
RNA5SP77	1	rs4653767	ITPKB	rRNA	NA	0	0	0	0	0	0	0	0
RNU1-138P	4	rs78738012	ANK2	snRNA	NA	0	0	0	0	0	0	0	0
RNU1-61P	6	rs9275326	HLA-DBQ1	snRNA	NA	0	0	0	0	0	0	0	0
RNU1-74P	1	rs10797576	SIPA1L2	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-1	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-16P	4	rs6812193	FAM47E-SCARB2	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-18P	10	rs10906923	FAM171A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-18P	10	rs7077361	ITGA8	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-19P	1	rs823118	RAB7L1-NUCKS1	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-45P	6	rs9468199	ZNF184	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-4P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU2-62P	6	rs9468199	ZNF184	snRNA	NA	0	0	0	0	0	0	0	0
RNU4-22P	14	rs8005172	GALC	snRNA	NA	0	0	0	0	0	0	0	0
RNU4-46P	16	rs11343	COQ7	snRNA	NA	0	0	0	0	0	0	0	0
RNU4-71P	8	rs2280104	SORBS3	snRNA	NA	0	0	0	0	0	0	0	0
RNU4-77P	1	rs10797576	SIPA1L2	snRNA	NA	0	0	0	0	0	0	0	0
RNU4-92P	14	rs8005172	GALC	snRNA	NA	0	0	0	0	0	0	0	0
RNU5A-5P	1	rs10797576	SIPA1L2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1000P	4	rs6812193	FAM47E-SCARB2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1019P	20	rs8118008	DDRGK1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1043P	16	rs14235	BCKDK-STX1B	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-106P	1	rs35749011	GBA-SYT11	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1075P	10	rs7077361	ITGA8	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1075P	10	rs10906923	FAM171A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1084P	8	rs2740594	CTSB	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1137P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1153P	16	rs4784227	TOX3	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1187P	4	rs6812193	FAM47E-SCARB2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1211P	1	rs10797576	SIPA1L2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-121P	1	rs35749011	GBA-SYT11	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1223P	19	rs62120679	SPPL2B	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1297P	1	rs35749011	GBA-SYT11	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1304P	1	rs4653767	ITPKB	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1326P	21	rs2823357	USP25	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-1340P	16	rs11343	COQ7	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-138P	3	rs4073221	SATB1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-145P	4	rs6812193	FAM47E-SCARB2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-239P	1	rs35749011	GBA-SYT11	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-287P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-336P	8	rs2280104	SORBS3	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-406P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-416P	16	rs14235	BCKDK-STX1B	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-418P	1	rs823118	RAB7L1-NUCKS1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-426P	21	rs2823357	USP25	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-468P	17	rs11868035	SREBF1-RAI1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-470P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-471P	6	rs9468199	ZNF184	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-512P	2	rs6430538	ACMSD-TMEM163	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-603P	6	rs9275326	HLA-DBQ1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-713P	12	rs76904798	LRRK2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-766P	2	rs1474055	STK39	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-767P	17	rs11868035	SREBF1-RAI1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-806P	5	rs2694528	ELOVL7	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-835P	14	rs8005172	GALC	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-850P	6	rs9275326	HLA-DBQ1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-856P	3	rs143918452	ALAS1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-873P	3	rs115185635	KRT8P25-APOOP2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-907P	4	rs356182	SNCA	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-913P	5	rs2694528	ELOVL7	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-971P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6-993P	19	rs62120679	SPPL2B	snRNA	NA	0	0	0	0	0	0	0	0
RNU6ATAC16P	3	rs143918452	ALAS1	snRNA	NA	0	0	0	0	0	0	0	0
RNU6ATAC6P	3	rs115185635	KRT8P25-APOOP2	snRNA	NA	0	0	0	0	0	0	0	0
RNU6ATAC9P	14	rs11158026	GCH1	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-10P	3	rs4073221	SATB1	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-128P	3	rs12497850	NCKIPSD	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-136P	3	rs34016896	NMD3	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-143P	7	rs199347	GPNMB	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-148P	2	rs1474055	STK39	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-170P	12	rs11060180	CCDC62	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-26P	6	rs9468199	ZNF184	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-57P	1	rs35749011	GBA-SYT11	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-61P	16	rs14235	BCKDK-STX1B	snRNA	NA	0	0	0	0	0	0	0	0
RNU7-97P	17	rs601999	ATP6V0A1	snRNA	NA	0	0	0	0	0	0	0	0
RNY4P10	6	rs9275326	HLA-DBQ1	misc_RNA	NA	0	0	0	0	0	0	0	0
RPL10P2	6	rs9468199	ZNF184	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL12P1	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL12P10	7	rs199347	GPNMB	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL13AP3	14	rs11158026	GCH1	transcribed_processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL13P12	17	rs11868035	SREBF1-RAI1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL15P4	6	rs9275326	HLA-DBQ1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL17P36	10	rs117896735	INPP5F	processed_pseudogene	NA	0	0	0	0	0	0	0	0
RPL19P1	20	rs8118008	DDRGK1	processed_pseudogene	NA	0	0	0	0	0	0	0	0
