HumanSymbol	MouseSymbol
C14orf119	1700123O20Rik
PEX26	Pex26
PID1	Pid1
BANK1	Bank1
TMEM255A	Tmem255a
C17orf80	D11Wsu47e
USP47	Usp47
SLC35A5	Slc35a5
MOCOS	Mocos
CUEDC1	Cuedc1
CDCA4	Cdca4
PLEKHB2	Plekhb2
MRPL20	Mrpl20
GPATCH2L	Gpatch2l
ZCWPW1	Zcwpw1
PDPR	Pdpr
KANSL3	Kansl3
TMEM248	Tmem248
DET1	Det1
MREG	Mreg
FEZF2	Fezf2
TAPBPL	Tapbpl
ARGLU1	Arglu1
CXorf57	D330045A20Rik
CCDC186	Ccdc186
TMEM51	Tmem51
YEATS2	Yeats2
WDYHV1	Wdyhv1
PACS1	Pacs1
FRMD4A	Frmd4a
WDR70	Wdr70
DMAC2	Atp5sl
ATG2B	Atg2b
GPATCH2	Gpatch2
ARHGAP17	Arhgap17
TMEM39A	Tmem39a
PRPF38B	Prpf38b
FANCL	Fancl
AKIRIN2	Akirin2
TRIM68	Trim68
ARMC4	Armc4
SRBD1	Srbd1
WRAP53	Wrap53
ZNF358	Zfp358
HAUS2	Haus2
EFHC1	Efhc1
LRRC8D	Lrrc8d
THAP1	Thap1
ZDHHC4	Zdhhc4
MTPAP	Mtpap
DOK4	Dok4
TMEM38B	Tmem38b
LMBR1L	Lmbr1l
ARMC1	Armc1
ARHGEF10L	Arhgef10l
TMEM33	Tmem33
CEP55	Cep55
MSL2	Msl2
PRMT6	Prmt6
DNAAF2	Dnaaf2
CEP72	Cep72
MRPS10	Mrps10
INTS10	Ints10
KLHL11	Klhl11
MRM3	Mrm3
LINS1	Lins1
RNF220	Rnf220
DZANK1	Dzank1
SLC25A36	Slc25a36
INTS13	Ints13
PBRM1	Pbrm1
APPL2	Appl2
MAP1S	Map1s
LGI2	Lgi2
ATF7IP	Atf7ip
FAM222B	Fam222b
SBNO1	Sbno1
ARL8B	Arl8b
C1orf112	BC055324
ATAD3A	Atad3a
RCBTB1	Rcbtb1
P3H2	P3h2
EXD2	Exd2
TBC1D13	Tbc1d13
KLHDC8A	Klhdc8a
CKAP2	Ckap2
TRIM62	Trim62
ETNK2	Etnk2
PNMA8A	Pnmal1
EDEM2	Edem2
MOB1A	Mob1a
PARVA	Parva
CHFR	Chfr
SMU1	Smu1
UBA6	Uba6
AP5M1	Ap5m1
STEAP3	Steap3
CNDP2	Cndp2
CCAR1	Ccar1
KIRREL1	Kirrel
NEIL3	Neil3
INTS9	Ints9
TMEM206	Tmem206
WDR12	Wdr12
PCMTD2	Pcmtd2
TTC17	Ttc17
ASXL2	Asxl2
C1orf106	5730559C18Rik
MRGBP	Mrgbp
TMEM143	Tmem143
C7orf43	BC037034
TMEM19	Tmem19
PSPC1	Pspc1
NUDT15	Nudt15
TMEM100	Tmem100
PHF10	Phf10
ZNF654	Zfp654
TMEM140	Tmem140
NGLY1	Ngly1
MCOLN3	Mcoln3
UBE2W	Ube2w
RBM41	Rbm41
EXOC2	Exoc2
PRR11	Prr11
TMEM40	Tmem40
TBC1D23	Tbc1d23
BRF2	Brf2
TBC1D19	Tbc1d19
CCDC91	Ccdc91
RNF121	Rnf121
BRIX1	Brix1
OLAH	Olah
C9orf72	3110043O21Rik
ZNF444	Zfp444
CPPED1	Cpped1
CMTR2	Cmtr2
TMA16	Tma16
MIS18BP1	Mis18bp1
TMEM74B	Tmem74b
C5orf22	6030458C11Rik
UFSP2	Ufsp2
AGPAT5	Agpat5
RSBN1	Rsbn1
BLOC1S4	Bloc1s4
LMBRD1	Lmbrd1
DEPDC1B	Depdc1b
LRIF1	Lrif1
SYNJ2BP	Synj2bp
DDX28	Ddx28
C19orf66	A230050P20Rik
PCID2	Pcid2
ABHD10	Abhd10
METTL2A	Mettl2
SCN3B	Scn3b
DCP1A	Dcp1a
ADAP2	Adap2
COPRS	Coprs
LAPTM4B	Laptm4b
LRP2BP	Lrp2bp
HJURP	Hjurp
ST7	St7
FOXJ2	Foxj2
ADCY10	Adcy10
SPATA7	Spata7
TBC1D2	Tbc1d2
TSNAXIP1	Tsnaxip1
DOK5	Dok5
KDM3A	Kdm3a
PAG1	Pag1
DCAF6	Dcaf6
SELENOS	Selenos
CAND1	Cand1
CENPJ	Cenpj
EAPP	Eapp
NUSAP1	Nusap1
EAF2	Eaf2
BRK1	Brk1
ITFG2	Itfg2
CISD1	Cisd1
PLGRKT	Plgrkt
USE1	Use1
FAM45A	Fam45a
KIZ	Kiz
ACTR10	Actr10
TMEM126B	Tmem126b
TMEM176A	Tmem176a
ASH1L	Ash1l
LGR4	Lgr4
LRRC59	Lrrc59
NCBP3	Ncbp3
GABRQ	Gabrq
GPALPP1	Gpalpp1
USP49	Usp49
AP1AR	Ap1ar
STRADB	Stradb
CAMK2N1	Camk2n1
PARL	Parl
ETNK1	Etnk1
TREM1	Trem1
H2AFY2	H2afy2
GPRC5D	Gprc5d
LENEP	Lenep
MYNN	Mynn
CYTL1	Cytl1
ZNF395	Zfp395
DISC1	Disc1
SMPD3	Smpd3
VPS33B	Vps33b
ABCA5	Abca5
THSD1	Thsd1
RNF114	Rnf114
ZC4H2	Zc4h2
CEMIP	Cemip
FAM114A2	Fam114a2
ELAC1	Elac1
NXT2	Nxt2
PRDM5	Prdm5
TRIM36	Trim36
ADARB2	Adarb2
DHTKD1	Dhtkd1
TMEM55B	Tmem55b
ELMOD1	Elmod1
RCC2	Rcc2
CEP41	Cep41
CDCA7L	Cdca7l
IL20	Il20
IL17RB	Il17rb
GBP2	Gbp2
RP9	Rp9
ELP5	Elp5
IGFBPL1	Igfbpl1
BET1L	Bet1l
RASSF5	Rassf5
ZNF326	Zfp326
CLDN6	Cldn6
SYT6	Syt6
SYT8	Syt8
SYT10	Syt10
PTF1A	Ptf1a
APOM	Apom
SH2B2	Sh2b2
ASAH2	Asah2
MAGIX	Magix
AJAP1	Ajap1
SULF2	Sulf2
NDUFA12	Ndufa12
C20orf24	1110008F13Rik
KLHL7	Klhl7
MKKS	Mkks
PDYN	Pdyn
SRCIN1	Srcin1
FUT2	Fut2
CAMKK1	Camkk1
PDZRN3	Pdzrn3
PCDHB6	Pcdhb13
CLN8	Cln8
NANS	Nans
ERRFI1	Errfi1
UTS2R	Uts2r
SPACA9	Spaca9
RIPPLY3	Ripply3
TREM2	Trem2
GPR173	Gpr173
GPR85	Gpr85
TERF2IP	Terf2ip
DNAJC10	Dnajc10
SH3TC1	Sh3tc1
GFOD2	Gfod2
SASH3	Sash3
KCTD5	Kctd5
MOV10	Mov10
CCSER2	Ccser2
RETREG1	Retreg1
ETAA1	Etaa1
MIOS	Mios
ZFAND6	Zfand6
ARMCX6	Armcx6
MIEF1	Mief1
TOLLIP	Tollip
PLEKHA5	Plekha5
PIMREG	Pimreg
KRT24	Krt24
TBC1D16	Tbc1d16
TMX3	Tmx3
PRMT7	Prmt7
TMCO1	Tmco1
DHX29	Dhx29
PCDH18	Pcdh18
CCDC93	Ccdc93
CCHCR1	Cchcr1
ROBO4	Robo4
NDUFB11	Ndufb11
DDIT4	Ddit4
MTMR12	Mtmr12
RNF186	Rnf186
SDK2	Sdk2
SGTB	Sgtb
SPATA6	Spata6
DLL4	Dll4
CCNJ	Ccnj
VSIG10	Vsig10
MAP10	Map10
PLEKHA3	Plekha3
GTPBP2	Gtpbp2
FAM212B	Fam212b
MYDGF	Mydgf
SMG9	Smg9
FGF21	Fgf21
UBFD1	Ubfd1
KLHL4	Klhl4
INA	Ina
CXCR2	Cxcr2
CD86	Cd86
TMEM37	Tmem37
PPT2	Ppt2
STK19	Stk19
IL36RN	Il1f5
CRTAM	Crtam
OR13J1	Olfr71
LGALS12	Lgals12
MSGN1	Msgn1
MTFR1L	Mtfr1l
HOXD8	Hoxd8
CITED4	Cited4
FSCN3	Fscn3
SCAMP4	Scamp4
KIAA1217	Etl4
GPCPD1	Gpcpd1
TAS2R1	Tas2r119
SUSD2	Susd2
BTNL2	Btnl2
SERTAD4	Sertad4
CPXM1	Cpxm1
IRGC	Irgc1
GKN1	Gkn1
PARD3	Pard3
ABCB9	Abcb9
FAM60A	Fam60a
SOCS5	Socs5
STMN4	Stmn4
RASSF1	Rassf1
METTL3	Mettl3
ASAH1	Asah1
PDCD10	Pdcd10
P3H1	P3h1
ANAPC7	Anapc7
ADRM1	Adrm1
GKAP1	Gkap1
FAM69B	Fam69b
NOA1	Noa1
LTB4R2	Ltb4r2
TRPV5	Trpv5
EIF4ENIF1	Eif4enif1
RPRM	Rprm
SLC10A3	Slc10a3
FGF20	Fgf20
FKBPL	Fkbpl
CHST7	Chst7
DIABLO	Diablo
SEC16A	Sec16a
CLDND1	Cldnd1
LAMTOR3	Lamtor3
CCNL1	Ccnl1
MAST1	Mast1
MGST1	Mgst1
C1QTNF1	C1qtnf1
ARL10	Arl10
SON	Son
TEX101	Tex101
PHAX	Phax
MED8	Med8
GLMP	Glmp
GFRA4	Gfra4
PRRC2A	Prrc2a
ANKRD2	Ankrd2
IGDCC4	Igdcc4
ASCL3	Ascl3
BARHL2	Barhl2
RNASE4	Rnase4
PLVAP	Plvap
SREK1	Srek1
LEPROT	Leprot
OR1N1	Olfr351
FSTL5	Fstl5
ZC3HAV1	Zc3hav1
UGGT1	Uggt1
TM9SF3	Tm9sf3
SLAMF8	Slamf8
C8orf4	1810011O10Rik
AGPAT3	Agpat3
WRNIP1	Wrnip1
TMEM167B	Tmem167b
SH3GLB2	Sh3glb2
IFT46	Ift46
EMC7	Emc7
GPR137	Gpr137
C1GALT1	C1galt1
OTOR	Otor
SEMA3G	Sema3g
MCCC1	Mccc1
NCLN	Ncln
SPPL2B	Sppl2b
FEM1C	Fem1c
PMEPA1	Pmepa1
ARNTL2	Arntl2
ENY2	Eny2
OLFML3	Olfml3
YAE1D1	Yae1d1
C5orf15	9530068E07Rik
NT5M	Nt5m
MEPE	Mepe
OTUD7B	Otud7b
SLC6A20	Slc6a20a
RGMA	Rgma
PARP6	Parp6
RNPEP	Rnpep
ADPRM	Adprm
DTWD1	Dtwd1
BBX	Bbx
TOMM22	Tomm22
CTNNBIP1	Ctnnbip1
SCAND1	Scand1
ARHGAP31	Arhgap31
GMEB1	Gmeb1
NSMF	Nsmf
CCL28	Ccl28
TSPAN32	Tspan32
INSM2	Insm2
CLDN9	Cldn9
CIAPIN1	Ciapin1
C16orf62	9030624J02Rik
PAPPA2	Pappa2
ANKMY2	Ankmy2
DOLPP1	Dolpp1
ANKH	Ank
SLC12A5	Slc12a5
RALGAPB	Ralgapb
ZMIZ1	Zmiz1
SLC24A2	Slc24a2
NKIRAS1	Nkiras1
CNNM1	Cnnm1
PCNP	Pcnp
PITHD1	Pithd1
RPGRIP1	Rpgrip1
PARP11	Parp11
UTP3	Utp3
AVEN	Aven
SLC22A17	Slc22a17
C12orf4	D6Wsu163e
PNPLA2	Pnpla2
CYSLTR2	Cysltr2
NAT14	Nat14
GOPC	Gopc
LPAR5	Lpar5
PCDH9	Pcdh9
CD248	Cd248
PLXDC1	Plxdc1
DDX24	Ddx24
RETN	Retn
TMEM159	Tmem159
SCYL3	Scyl3
LYRM1	Lyrm1
SMIM8	Smim8
LYZL6	Lyzl6
SLURP1	Slurp1
SLC44A2	Slc44a2
SMURF1	Smurf1
PHTF2	Phtf2
JPH2	Jph2
GJC2	Gjc2
SALL4	Sall4
ASPHD2	Asphd2
NAV1	Nav1
KIAA1191	4833439L19Rik
FAM219B	Fam219b
NIPAL3	Nipal3
SELENON	Selenon
ADGRG6	Adgrg6
SPRYD7	Spryd7
THAP11	Thap11
LYRM2	Lyrm2
ISL2	Isl2
ZNF276	Zfp276
XPO4	Xpo4
RETNLB	Retnlb
PBXIP1	Pbxip1
OSM	Osm
RTN4	Rtn4
MCOLN1	Mcoln1
KAT14	Kat14
AMHR2	Amhr2
CMPK2	Cmpk2
MARCH7	March7
AS3MT	As3mt
ANGPTL4	Angptl4
HERPUD2	Herpud2
TMEM183A	Tmem183a
ZNF467	Zfp467
ZC3H8	Zc3h8
JPH1	Jph1
JPH3	Jph3
NRIP3	Nrip3
AKIP1	Akip1
FAM3B	Fam3b
TMEM27	Tmem27
PLEKHG5	Plekhg5
FGF22	Fgf22
FGF23	Fgf23
RIPK4	Ripk4
DCUN1D1	Dcun1d1
TWSG1	Twsg1
RCN3	Rcn3
SENP7	Senp7
TTYH1	Ttyh1
S100A14	S100a14
RAB22A	Rab22a
KIAA1143	1110059G10Rik
TMCC3	Tmcc3
LRRC47	Lrrc47
ZBTB21	Zbtb21
INTS2	Ints2
COG6	Cog6
UBR4	Ubr4
HACE1	Hace1
NUFIP2	Nufip2
TBC1D14	Tbc1d14
MIB1	Mib1
ALPK3	Alpk3
WDR35	Wdr35
IGSF9	Igsf9
LRRC7	Lrrc7
KLHL8	Klhl8
GPHN	Gphn
PREX1	Prex1
ARHGAP21	Arhgap21
SYT13	Syt13
WDFY1	Wdfy1
ZNF687	Zfp687
HOMEZ	Homez
BEGAIN	Begain
WDR48	Wdr48
ISLR2	Islr2
KIAA1468	2310035C23Rik
TSHZ3	Tshz3
ZBTB2	Zbtb2
USP28	Usp28
PHF12	Phf12
KIAA1524	C330027C09Rik
GRAMD1A	Gramd1a
CALCOCO1	Calcoco1
ZBTB4	Zbtb4
PLEKHA4	Plekha4
ZBTB26	Zbtb26
CACHD1	Cachd1
VAT1L	Vat1l
MAGEE1	Magee1
USP37	Usp37
GBA2	Gba2
METTL14	Mettl14
BCL7A	Bcl7a
FGF6	Fgf6
LZTS1	Lzts1
FGF12	Fgf12
RAP2A	Rap2a
ZNFX1	Znfx1
ART4	Art4
NDUFV2	Ndufv2
NDUFV3	Ndufv3
ZNF8	Zfp128
SEZ6L	Sez6l
COTL1	Cotl1
CROT	Crot
TMX4	Tmx4
TRIB3	Trib3
ABHD16A	Abhd16a
BRINP2	Brinp2
RAB40C	Rab40c
POLD4	Pold4
CCAR2	Ccar2
CCDC181	Ccdc181
ZNF410	Zfp410
CADM3	Cadm3
WFDC1	Wfdc1
SQOR	Sqor
MS4A7	Ms4a7
NLRC4	Nlrc4
CREBZF	Crebzf
INIP	Inip
JAM2	Jam2
OVOL2	Ovol2
OSTC	Ostc
NTN4	Ntn4
DMRT3	Dmrt3
MID1IP1	Mid1ip1
LY6G6F	Ly6g6f
TRIM39	Trim39
C21orf59	1110004E09Rik
NGB	Ngb
IL22RA1	Il22ra1
TMEM8A	Tmem8
ZFYVE1	Zfyve1
SEZ6	Sez6
EVC	Evc
JMY	Jmy
CD200R1	Cd200r1
KCNE4	Kcne4
GSDMA	Gsdma
CALN1	Caln1
SORCS1	Sorcs1
PROKR1	Prokr1
RSAD2	Rsad2
VSTM2B	Vstm2b
SH3KBP1	Sh3kbp1
ZBP1	Zbp1
PDCD1LG2	Pdcd1lg2
BCL11B	Bcl11b
UBE2J2	Ube2j2
NKAIN4	Nkain4
HS1BP3	Hs1bp3
TRIM54	Trim54
CDC42EP5	Cdc42ep5
RNF32	Rnf32
SH3RF1	Sh3rf1
CARM1	Carm1
CRYBA2	Cryba2
NECAB3	Necab3
C1GALT1C1	C1galt1c1
BHLHE22	Bhlhe22
DCTN5	Dctn5
PRDM12	Prdm12
PRDM13	Prdm13
PLEKHA1	Plekha1
HRH4	Hrh4
TRPV4	Trpv4
SENP2	Senp2
PDLIM2	Pdlim2
RXFP1	Rxfp1
TMEM35A	Tmem35a
AFAP1	Afap1
HNRNPH3	Hnrnph3
MFAP3L	Mfap3l
TICAM2	Ticam2
PHLPP1	Phlpp1
NXPH4	Nxph4
SLC18A3	Slc18a3
NRIP2	Nrip2
FADS3	Fads3
OTX2	Otx2
AVPI1	Avpi1
CEP78	Cep78
S1PR5	S1pr5
IL21	Il21
EDA2R	Eda2r
RAI2	Rai2
CENPK	Cenpk
ADAM30	Adam30
PLAC1	Plac1
IL21R	Il21r
FAM3A	Fam3a
HAPLN2	Hapln2
LMAN1L	Lman1l
MRPS35	Mrps35
PPCDC	Ppcdc
TWNK	Twnk
AGBL5	Agbl5
KCNT1	Kcnt1
FGF16	Fgf16
QKI	Qk
QTRT1	Qtrt1
SYT9	Syt9
FIGNL1	Fignl1
NPVF	Npvf
TP53INP1	Trp53inp1
FANCE	Fance
FGFRL1	Fgfrl1
RINT1	Rint1
ATG101	Atg101
EEFSEC	Eefsec
TRAPPC11	Trappc11
ZFAND3	Zfand3
C14orf93	4931414P19Rik
ABR	Abr
OPTN	Optn
ZNF277	Zfp277
FXYD6	Fxyd6
FXYD7	Fxyd7
FLII	Flii
FN3KRP	Fn3krp
TAF8	Taf8
CABLES1	Cables1
PERP	Perp
GPRC5C	Gprc5c
SDF2L1	Sdf2l1
MTBP	Mtbp
DEF6	Def6
GPR88	Gpr88
KCNK12	Kcnk12
RNF123	Rnf123
UBE2O	Ube2o
HEATR6	Heatr6
SH2D4A	Sh2d4a
GPATCH3	Gpatch3
HPS4	Hps4
TXNDC5	Txndc5
GALNT11	Galnt11
CIDEC	Cidec
ZNF335	Zfp335
ANKEF1	Ankef1
CHP2	Chp2
CXorf56	C330007P06Rik
PCIF1	Pcif1
GPSM3	Gpsm3
SLC44A1	Slc44a1
CLSPN	Clspn
PRDM16	Prdm16
TSPYL2	Tspyl2
CDH23	Cdh23
MCCC2	Mccc2
POPDC2	Popdc2
SAMSN1	Samsn1
SMOC2	Smoc2
PARVG	Parvg
TNMD	Tnmd
MOAP1	Moap1
SLC39A8	Slc39a8
NOD2	Nod2
TCTA	Tcta
IL1RN	Il1rn
ASIC4	Asic4
A1BG	A1bg
CASP7	Casp7
SNX16	Snx16
ADGRL4	Adgrl4
PI4KA	Pi4ka
NECAB1	Necab1
CBFB	Cbfb
C11orf24	1810055G02Rik
C17orf75	5730455P16Rik
KCNK15	Kcnk15
FXYD4	Fxyd4
ESS2	Dgcr14
ZNF296	Zfp296
ITM2C	Itm2c
TMUB1	Tmub1
ABHD8	Abhd8
SP5	Sp5
RNF25	Rnf25
ARAP3	Arap3
GZF1	Gzf1
TMEM168	Tmem168
MTMR14	Mtmr14
SUSD1	Susd1
MRPS25	Mrps25
NDST4	Ndst4
TLNRD1	Tlnrd1
NYX	Nyx
GPR135	Gpr135
ADCY5	Adcy5
PIM1	Pim1
MPEG1	Mpeg1
GALP	Galp
TNS1	Tns1
PIDD1	Pidd1
REM2	Rem2
DGCR8	Dgcr8
SCUBE1	Scube1
METTL17	Mettl17
ACBD3	Acbd3
MFSD1	Mfsd1
PLPPR2	Plppr2
C16orf58	BC017158
PARP12	Parp12
GAREM1	Garem1
ZNF574	Zfp574
MEAF6	Meaf6
PCED1A	Pced1a
C11orf1	1110032A03Rik
FNDC3B	Fndc3b
MTHFSD	Mthfsd
MICAL1	Mical1
CERK	Cerk
CRTC3	Crtc3
TBC1D15	Tbc1d15
LMF2	Lmf2
IFT22	Ift22
CEP85	Cep85
MPHOSPH9	Mphosph9
IQCH	Iqch
EFCAB6	Efcab6
P2RY12	P2ry12
SPATA20	Spata20
YTHDC2	Ythdc2
SLC13A3	Slc13a3
AIDA	Aida
FAM129B	Fam129b
VWA1	Vwa1
RFX7	Rfx7
CDCP1	Cdcp1
PCDH20	Pcdh20
UNC13A	Unc13a
IREB2	Ireb2
RGS18	Rgs18
IZUMO1R	Izumo1r
BCL11A	Bcl11a
C12orf43	2210016L21Rik
ACTR8	Actr8
CASD1	Casd1
TTC23	Ttc23
NT5DC2	Nt5dc2
GPBP1	Gpbp1
MRPL44	Mrpl44
VPS33A	Vps33a
TMEM135	Tmem135
LAT2	Lat2
RTN4R	Rtn4r
IRAK1BP1	Irak1bp1
ZIC5	Zic5
ARL6IP6	Arl6ip6
ARID4A	Arid4a
HAPLN4	Hapln4
TM6SF1	Tm6sf1
JMJD4	Jmjd4
UPF3B	Upf3b
INTS3	Ints3
DNAI2	Dnaic2
ANKRA2	Ankra2
SPATS2	Spats2
C5orf42	2410089E03Rik
COA7	Coa7
UBE2Z	Ube2z
C8orf33	1110038F14Rik
KCNK10	Kcnk10
AACS	Aacs
GNGT2	Gngt2
PLA2G12A	Pla2g12a
DCTPP1	Dctpp1
USMG5	Usmg5
SLC30A7	Slc30a7
RNF128	Rnf128
JAM3	Jam3
PUS3	Pus3
ZNF394	Zkscan14
COQ8A	Coq8a
STARD5	Stard5
MESD	Mesd
AKIRIN1	Akirin1
MUM1	Mum1
LY6G6C	Ly6g6c
SYNC	Sync
MS4A10	Ms4a10
PLA2G12B	Pla2g12b
SLC44A4	Slc44a4
WDR31	Wdr31
RGL3	Rgl3
RIOX1	Riox1
KDELC1	Kdelc1
NIPA2	Nipa2
RD3	Rd3
ASZ1	Asz1
ABCB6	Abcb6
ZDHHC16	Zdhhc16
MPHOSPH8	Mphosph8
WDR54	Wdr54
TBX18	Tbx18
CEP70	Cep70
PLEKHJ1	Plekhj1
TSC22D4	Tsc22d4
CAPRIN2	Caprin2
ZBTB10	Zbtb10
KCTD14	Kctd14
DLK2	Dlk2
FAM173A	Fam173a
DDRGK1	Ddrgk1
MRPL34	Mrpl34
MS4A5	Ms4a5
MOSPD3	Mospd3
SYNPR	Synpr
WDR7	Wdr7
ARHGEF11	Arhgef11
KISS1R	Kiss1r
SECISBP2	Secisbp2
VKORC1	Vkorc1
MTRR	Mtrr
DUSP26	Dusp26
MRPL57	Mrpl57
COLEC11	Colec11
PRR14	Prr14
GDAP1L1	Gdap1l1
TRIR	Trir
MIS12	Mis12
CUEDC2	Cuedc2
SCNM1	Scnm1
METRN	Metrn
DBNDD1	Dbndd1
NUDT9	Nudt9
DDA1	Dda1
GGCT	Ggct
CENPM	Cenpm
C7orf25	AW209491
TMEM106C	Tmem106c
NUP37	Nup37
FNDC11	Fndc11
C7orf26	E130309D02Rik
NABP2	Nabp2
KXD1	Kxd1
ZFYVE21	Zfyve21
TMEM38A	Tmem38a
KCTD15	Kctd15
PRRG4	Prrg4
PRRG3	Prrg3
ASB9	Asb9
ELOVL6	Elovl6
FASTKD3	Fastkd3
TMEM109	Tmem109
C2orf49	AI597479
C1orf50	AU022252
MLPH	Mlph
WDR77	Wdr77
SLC25A23	Slc25a23
CARD14	Card14
CHAC1	Chac1
C11orf49	1110051M20Rik
TAF1D	Taf1d
MAPKAP1	Mapkap1
NDUFAF5	Ndufaf5
APOO	Apoo
MRPL38	Mrpl38
MINDY3	Mindy3
ARL2BP	Arl2bp
MFN1	Mfn1
CCDC127	Ccdc127
DERL1	Derl1
ECHDC3	Echdc3
CMTM3	Cmtm3
SMTNL1	Smtnl1
FBLN7	Fbln7
FAM13C	Fam13c
KIF23	Kif23
TMEM79	Tmem79
KATNBL1	Katnbl1
HDHD3	Hdhd3
VPS50	Vps50
MXRA8	Mxra8
STARD3NL	Stard3nl
C2orf40	1500015O10Rik
KY	Ky
RETREG2	Retreg2
CCDC28B	Ccdc28b
MBOAT7	Mboat7
PPDPF	Ppdpf
FKRP	Fkrp
TNIP2	Tnip2
PLEKHF1	Plekhf1
MFSD11	Mfsd11
LENG1	Leng1
PRR15L	Prr15l
C19orf57	4930432K21Rik
CRELD2	Creld2
SLC27A3	Slc27a3
BRCC3	Brcc3
FSD1	Fsd1
TMEM43	Tmem43
THOC6	Thoc6
NDUFS7	Ndufs7
WT1	Wt1
UBXN6	Ubxn6
SOST	Sost
SUN1	Sun1
LUZP1	Luzp1
SVBP	Svbp
ZNF319	Zfp319
CPTP	Cptp
C6orf62	BC005537
METTL27	Mettl27
IRF2BPL	Irf2bpl
PRDM14	Prdm14
LRFN3	Lrfn3
FYCO1	Fyco1
PAGR1	Pagr1a
RIPOR1	Ripor1
MAIP1	Maip1
NKAIN1	Nkain1
GCC1	Gcc1
TTC13	Ttc13
CDC73	Cdc73
SPAG16	Spag16
CHPF	Chpf
CARS2	Cars2
MUL1	Mul1
SAP130	Sap130
RNF219	Rnf219
CEP97	Cep97
CERS4	Cers4
PGBD5	Pgbd5
FAM118B	Fam118b
ACSS3	Acss3
HMBOX1	Hmbox1
CHD1L	Chd1l
SNRNP25	Snrnp25
NDNF	Ndnf
OGFRL1	Ogfrl1
SH3TC2	Sh3tc2
OCEL1	Ocel1
EFL1	Efl1
FAM184A	Fam184a
SCRN3	Scrn3
ARMC7	Armc7
ROGDI	Rogdi
CHMP6	Chmp6
EFCAB1	Efcab1
USB1	Usb1
RHBDF2	Rhbdf2
RPAP3	Rpap3
PPP1R3B	Ppp1r3b
NEIL1	Neil1
HSPBAP1	Hspbap1
ICE2	Ice2
PLEKHF2	Plekhf2
PARP8	Parp8
C3orf52	BC016579
NLRX1	Nlrx1
VEPH1	Veph1
VTCN1	Vtcn1
SLC12A8	Slc12a8
CENPU	Cenpu
SAP30L	Sap30l
GAL3ST4	Gal3st4
YRDC	Yrdc
MANEA	Manea
GALNT12	Galnt12
NUP43	Nup43
OGFOD3	Ogfod3
BBS1	Bbs1
MORC4	Morc4
CCDC51	Ccdc51
NPEPL1	Npepl1
AAGAB	Aagab
VPS37B	Vps37b
ZNF768	Zfp768
PALB2	Palb2
NSUN7	Nsun7
E2F8	E2f8
TBC1D17	Tbc1d17
TEFM	Tefm
AAMDC	Aamdc
ZBBX	Zbbx
CLIP4	Clip4
ASB13	Asb13
ZNF668	Zfp668
GEMIN7	Gemin7
C1orf115	C130074G19Rik
GIMAP6	Gimap6
RABL6	Rabl6
CCDC82	Ccdc82
SUGCT	Sugct
CLMN	Clmn
FBXO31	Fbxo31
ZNF408	Zfp408
CARF	Carf
HHIPL2	Hhipl2
HPS6	Hps6
GSTCD	Gstcd
PTCD2	Ptcd2
SLTM	Sltm
MMRN2	Mmrn2
EHMT1	Ehmt1
TLE6	Tle6
WDR78	Wdr78
CAMKMT	Camkmt
CLMP	Clmp
METTL8	Mettl8
QSER1	Qser1
LONRF3	Lonrf3
TMC5	Tmc5
NHEJ1	Nhej1
AGBL2	Agbl2
RNF122	Rnf122
CFAP69	Cfap69
PDZD3	Pdzd3
FAM57A	Fam57a
TM4SF20	Tm4sf20
SNX22	Snx22
RBFA	Rbfa
C11orf63	Jhy
BORA	Bora
TCTN2	Tctn2
CPSF7	Cpsf7
BAALC	Baalc
RPAP2	Rpap2
CBLL1	Cbll1
UBA5	Uba5
DENND1B	Dennd1b
HDAC11	Hdac11
PLBD1	Plbd1
RIN3	Rin3
MCMBP	Mcmbp
GGNBP2	Ggnbp2
PRR5L	Prr5l
NUP85	Nup85
MORN1	Morn1
PYROXD1	Pyroxd1
C2orf54	2310007B03Rik
MAP6D1	Map6d1
KIAA0319L	AU040320
L2HGDH	L2hgdh
PLPPR3	Plppr3
PLEKHS1	Plekhs1
SYNDIG1	Syndig1
DENND1C	Dennd1c
CEP76	Cep76
DENND2D	Dennd2d
DNAJC22	Dnajc22
WLS	Wls
TRMT2B	Trmt2b
POF1B	Pof1b
TTC26	Ttc26
PLEKHH3	Plekhh3
STN1	Stn1
TRAPPC13	Trappc13
C10orf88	2310057M21Rik
CHODL	Chodl
FAM192A	Fam192a
C14orf159	9030617O03Rik
UBTD1	Ubtd1
FOXRED2	Foxred2
TMEM62	Tmem62
NRSN2	Nrsn2
CSRNP3	Csrnp3
MCF2L	Mcf2l
LRRTM4	Lrrtm4
ADAMTS20	Adamts20
BAIAP2L2	Baiap2l2
ARL14	Arl14
VCPIP1	Vcpip1
TRIM46	Trim46
LRRC8E	Lrrc8e
PTGES2	Ptges2
THOC7	Thoc7
TOE1	Toe1
ZC3H12A	Zc3h12a
ASRGL1	Asrgl1
EDC3	Edc3
USP36	Usp36
CTC1	Ctc1
IFT74	Ift74
SPSB1	Spsb1
MYCT1	Myct1
TTI2	Tti2
TMEM134	Tmem134
RNF34	Rnf34
FUZ	Fuz
WDR19	Wdr19
FBXO11	Fbxo11
CHD9	Chd9
ARMC9	Armc9
CCDC92	Ccdc92
ALPK1	Alpk1
